search_term,name,country,officers
Matrix Oil,Matrix Oil International Limited,gb,"{""Georgia Georgiou"",""Yiannakis Stavrinides"",""Theodoros Hadjiiona"","" Dema Consultants Limited"","" Hallmark Secretaries Limited"","" Dema Nominees Limited"","" Hallmark Registrars Limited""}"
Matrix Oil,Matrix Oil Limited,gb,"{""Mandana Ghavidel"",""Gholam Hussein Ghavidel"","" Temple Secretaries Limited"","" Company Directors Limited""}"
Matrix Oil,Matrix Oil Corporation,us_ca,{}
Matrix Oil,Matrix Oil (Langsa) Limited,bb,{}
Matrix Oil,"Matrix Oil & Gas, Inc.",us_ms,{}
Murphy West Africa,"Murphy West Africa, Ltd.",bs,{}
NNPC,Nnpc Consulting Ltd,gb,{}
NNPC,N. N. P. C. Limited,gb,"{""Michael Grimes"",""Michael Grimes"",""Helena Tumowa"",""Michael Grimes"",""Yomtov Eliezer Jacobs"",""Roger O'Grady"",""Helena Tumova""}"
NNPC,N.N.P.C. Crude Oil Marketing Corporation,us_de,{}
NNPC,N N P C Group Company Limited,th,{}
NNPC,"Nnpc ""Llc""",us_fl,"{""Peter J Anderson"",""Peter J Anderson""}"
Nabors International,Nabors International Finance Ltd.,bm,{}
Nabors International,Nabors International Holdings Ltd.,bm,{}
Nabors International,Nabors International Holdings Ltd.,lu,{}
Nabors International,"Nabors International, Inc.",us_de,{}
Nabors International,Nabors International Management Limited,bm,{}
Nabors Offshore,Nabors Offshore Americas SÃ rl,lu,{}
Nabors Offshore,Nabors Offshore Netherlands B.V.,nl,{}
Nabors Offshore,Nabors Offshore Corporation,us_ms,"{""Jose S. Cadena"",""Laura W. Doerre"",""Laura W. Doerre"",""Jerry C. Shanklin"",""Jerry C. Shanklin"",""Jerry C. Shanklin""}"
Nexen,Nexen,be,{}
Nexen,Nexen,za,{}
Nexen,Nexen Co2 Limited,gb,"{""Michael Grimes"",""Michael Grimes"",""Michael O'Leary"",""Yomtov Eliezer Jacobs""}"
Nexen,Nexen Energy Marketing Europe Limited,gb,"{""Sheila Kaul"",""Gina Anne Barber"",""Yehuda Cohen"",""Douglas Ronald Dreisinger"",""Lewis Trenear Harvey"",""Philip Oldham"",""Rodney Bruce Rice"",""Cathleen Ann Larson Ward"",""Donald James Byers"",""Anna Nerush"",""Liberty Louise White"",""Karen M Assie"",""Robert Johnston Black"",""David Harold Mcewen"",""Philip Mellor"",""Anna Nerush"",""Alan O'Brien"",""Steven David Reilly"",""Deanna Louise Zumwalt"",""Archibald Wood Kennedy"",""Deanna Louise Zumwalt"",""Gina Anne Barber"",""Frances Ward"","" The Company Registration Agents Limited"","" Luciene James Limited""}"
Nexen,Nexen Energy Services International Ltd.,gb,"{""Sheila Kaul"",""Lewis Trenear Harvey"",""Geraldine Bernadette Hutchins"",""Barbara Abena Boateng"",""Catherine Alice Goulet"",""Peter Robert Francis Gunn"",""Judy Margaret Keyes"",""Shazia Rahman"",""Liberty Louise White"",""Gina Anne Barber"",""Alison Jane Breach"",""Stuart James Carter"",""Wesley Mark Densmore"",""Ian Robert Habke"",""Michael John Harris"",""David Harold Mcewen"",""Dinesh Kumar Mittal"",""Laurence Murphy"",""John Patterson"",""Sheila Kaul"",""Peter Robert Francis Gunn"",""Judy Margaret Keyes"",""Shazia Rahman"",""Liberty Louise White"",""Glenn Ronald Christie""}"
Nexus Floating Production,Nexus Floating Production Ltd.,sg,{}
Noble Drilling,Noble Drilling Company,us_nm,{}
Noble Drilling,Noble Drilling Company,us_ok,{}
Noble Drilling,"Noble Drilling Company, Inc.",us_nm,{}
Noble Drilling,Noble Drilling Corporation,us_nm,{}
Noble Drilling,Noble Drilling (Europe) Ltd.,bm,{}
Odfjell,Odfjell Americas As,no,{}
Odfjell,Odfjell & Vapores Ltd.,bm,{}
PTTEP,Pttep Services Company Limited.,th,{}
North Sea Production,North Sea Production Company Limited,gb,"{""John Kilby"",""Rodrigo Brandao Tourinho Dantas"",""Stig Jorgen Hoffmeyer"",""Brigitte Brinch Madsen"",""David Mclean"",""Jorge Luiz Uchoa Mitidieri"",""Derek Samuel Rowe"",""Patricia Ann Jefferson"",""William Mcrae Allan"",""Thomas Thune Andersen"",""Christopher Allan Brett"",""David Anthony Edwards"",""Natal Teixeira Mendes Filho"",""Miguel De Almeida Gradin"",""Michael Frederic Hassing"",""Jorgen Jensen"",""Jesper Kjaedegaard"",""James Anthony Law"",""Adriano Sa De Seixas Maia"",""Eta O'Brien"",""Paul Carsten Pedersen"",""Vagn Mols Poulsen"",""Roberto Prisco Paraiso Ramos"",""Finn Rosner"",""Ruy Lemos Sampaio"",""Lene Skole-Sorensen"",""Richard Ernest Smith"",""Raymond John Watkins"",""Lars Bjorn Heineke"",""Paul Carsten Pedersen"",""Rogerio Luis Murat Ibrahim"","" Hfw Nominees Limited"","" Hfw Directors Limited""}"
Northern Offshore Ltd,"Northern Offshore, Ltd.",bm,{}
Northern Offshore Ltd,Northern Offshore Services Ltd,gb,"{""Soren Petersen"","" Arctic Holdings Ltd""}"
Northern Offshore Ltd,Northern Offshore U.K. Ltd,gb,"{""David Keith Bell"",""John Norman Monks"",""Paul Ravesies Iii"",""Bruce Ernest Kain"",""Traves Fred Brooks"",""Steven Joseph Gangelhoff"",""Marion Matthew Woolie"","" London Registrars Plc"","" Swift Incorporations Limited"","" Instant Companies Limited""}"
Northern Offshore Ltd,Northern Offshore As,no,{}
Northern Offshore Ltd,Northern Offshore Chartering S.A.,pa,{}
OMV,O.M.V.,nl,{}
OMV,Omv Aktiengesellschaft Limited,gb,{}
OMV,Omv Holdings Limited,gb,"{""David Clements"",""James Turner"",""David Andrew Watson"",""Hugh Mark Whitcomb"",""Richard Archer"",""Robert James Lee"",""Benjamin Terence Edwards""}"
OMV,Omv Trade And Investments Limited,gb,"{""Paramjeet Sokhi"",""Paramjeet Singh Sokhi""}"
OMV,Omv Trading Services Limited,gb,"{""Hani Tesfazghi"",""Manfred Leitner"",""Alan Stewart Melville"",""Andreas Schwingshackl"",""Oliver Dillenz"",""Clifford Evans"",""Gary Leslie Ives"",""Jeffrey Earle Rinker"",""Richard Handisides"",""Theo Schrei"",""Brendan James Boucher"",""David Charles Davies"",""Harry Flixeder"",""Udo Giegerich"",""Franz Kalwach"",""Viktor Klima"",""Tassilo Peyrer-Heimstatt"",""Gerhard Friedrich Roiss"",""Wolfgang Ruttenstorfer"",""Richard Schenz"",""Mohamed Amine El Yacoubi Soussane"",""Heinrich Georg Stahl"",""Christoph Trentini"",""Gary Leslie Ives"",""Theo Schrei"",""Oliver Dillenz"",""Wolfgang Ruttenstorfer"","" E P S Secretaries Limited"","" Mikjon Limited""}"
Oando,Oando Community Property Services Limited,gb,"{""Olamide Adebayo"",""Stephanie Oladoyin Adebayo"",""Olawale Ololade Adenugba""}"
Oando,Oando Consulting Limited,gb,"{""Tim Skaptason""}"
Oando,Oando Foundation Uk,gb,"{""Tokunboh Durosaro"",""Abayomi Akinjide"",""Anthony George Lawton Obe"",""Barclay Charles Morrison"",""Oluseyi Oluyemi Obakin"","" Scrip Secretaries Limited""}"
Oando,Oando Logistics And Services Limited,gb,"{""Isibhakhome Omhenaka"",""Olukemi Ajimego Hilda Elegbede"",""Naomi Marshall"","" Cornhill Services Limited"",""Alan Cable"",""Alan Cable"","" Cornhill Directors Limited"","" Cornhill Directors Limited""}"
Oando,Oando Servco Uk Limited,gb,"{""Jubril Adewale Tinubu"",""Olukemi Ajimego Hilda Elegbede""}"
Ocean Rig Asa,Ocean Rig Asa,no,{}
Oceaneering,Oceaneering International Services Limited,gb,"{""Colin Edward Forbes"",""David Norman Mckechnie"",""John Watkinson"",""Alexander Westwood"",""Michael Cheyne Leys"",""Michael Smith"",""George William Sheaman"",""John Andrew Smith"",""Andrew Atkinson"",""Charles Kingsley Backhouse"",""Charles Eric Brown"",""Michael John Chew"",""Mark Anthony Cumming"",""James Murray Dunbar"",""Adrian Jonathan Goodwin"",""Alan Morrison Gray"",""Patrick Haggerty"",""Robert Harold Holland"",""John Marsh"",""James Morrison"",""Alexander Mustard"",""Jonathan Edward Playford"",""Alexander Westwood"",""John Andrew Smith"",""Andrew David Jack Onley"",""Gary Campbell Cochrane"","" Dm Company Services Limited"",""Richard Victor Chidlow""}"
Oceaneering,Oceaneering Services Overseas Limited,gb,"{""Abigail Silk"",""Neil Steven Morrison"",""Alexander Westwood"",""Andrew David Jack Onley"",""Martin James Mcdonald"",""Neil Doig Riddle"",""Alec William James Banyard"",""Yagub Emin Akhmedov"",""Derek Macdonald Allan"",""Graham Cowperthwaite"",""Mohssen Poshtchi Esghouei"",""Adrian Jonathan Goodwin"",""Anthony Mcnulty"",""Yakhshi Khanum Mirsali Nagiyeva"",""Malcolm Russell"",""George William Sheaman"",""Manuchehr Zare Aghbolagh"",""Garry Robert Allan"","" Dm Company Services Limited"","" Eden Secretaries Limited"","" Eden Corporate Services Limited""}"
Oceaneering,Oceaneering As,no,{}
Oceaneering,Oceaneering Asset Integrity As,no,{}
Oceaneering,Oceaneering Asset Integrity Limited,gb,"{""Marit Oset Fagerheim"",""Matthew James Patrick Kennedy"",""Age Nordstrom Landro"",""Victoria Anne O'Malley"",""Michael Cheyne Leys"",""John Watkinson"",""Thomas Arthur Hasler"",""Haakon Berg"",""Eric Doyle"",""Graeme Arthur Kidd"",""Sveinung Olsen"",""Kai Andre Staeger-Holst"",""Andrew David Jack Onley"","" Md Secretaries Limited"","" Oswalds Of Edinburgh Limited"","" Jordans (Scotland) Limited""}"
Odfjell,Odfjell Capital Limited,gb,"{""Marianne Odfjell"",""Lars Titland""}"
Odfjell,Odfjell (Uk) Limited,gb,"{""Haakon Ringdal"",""John Martin Sykes"",""Stein Thor Verle"",""Terje Iversen"",""Peter Antony Grimes"","" Cornhill Secretaries Limited"","" Chalfen Secretaries Limited"","" Chalfen Nominees Limited""}"
Odfjell,Odfjell Ap Port Holding Pte. Ltd.,sg,{}
Oilexco,"Oilexco, Inc.",us_nm,{}
Oilexco,"Oilexco Middle East, Llc",us_mi,{}
Oilexco,"Oilexco, S.A.",pa,{}
Oilexco,"Oilexco America, Inc.",us_wa,"{""L F Goza"",""R K Strahan"",""C T Corporation System""}"
Oilexco,"Oilexco, Inc.",us_ks,{}
PA Resources,Pa Resources E & P Services Limited,gb,"{""Nicolas Frederik Holger Adlercreutz"",""Alex James Mcpherson"",""Graham Paul Goffey""}"
PA Resources,Pa Resources North Sea Limited,gb,"{""Alex James Mcpherson"",""Alan Edward Simonian"",""Douglas Boyd Simpson"",""Jeffrey Simon Coutts"",""Francis Eugene Toolan"",""Paul Van Riel"","" Swift Incorporations Limited""}"
PA Resources,Pa Resources Overseas,gb,"{""Graham Paul Goffey"",""Trond Bjerkan"",""Cynthia Beach Cagle"",""David Peter Jones"",""Hedi Ayedi"",""Cynthia Beach Cagle"",""Roger Dale Cagle"",""Ulrik Jansson"","" Swift Incorporations Limited"","" Instant Companies Limited""}"
PA Resources,Pa Resources Uk Limited,gb,"{""Bo Ingemar Askvik"",""Graham Paul Goffey"",""Alex James Mcpherson"",""Alan Edward Simonian"",""Alan Stanley Cockett"",""David Robin Hughes"",""Hans Ulrik Jansson"",""Gabriel Onnig Simonian"",""Willem Yant Spijker"","" Premier Secretaries Limited"","" Premier Directors Limited""}"
PA Resources,P. A. Resources Ab,gl,{}
PEMEX,"""Pemex""",al,{}
PEMEX,Pemex Services Limited,gb,"{""Andrew James Dalziel"","" Pemex Services Limited"","" Amersham Services Limited"","" Pemex Services Limited""}"
PEMEX,Pemex Anstalt,li,{}
PEMEX,Pemex Auto Parts Import Export Corporation,us_ca,{}
PEMEX,"Pemex Avionics, Inc.",us_fl,"{""Druzzo R Goyzueta"",""Andrea M Medrano"",""Andrea M Medrano"",""Druzzo R Goyzueta""}"
PGS,Pgs,be,{}
PGS,P.G.S,tn,{}
PGS,P.G.S.,be,{}
PGS,Pgs 2 Limited,gb,"{""Gerald Alistair Watson"",""Antonios Kassimiotis"",""Michael John Merrick"",""Andrew Moss"",""Ian Ackerley"",""Rodney Malcolm Cook"",""Thomas Matthew George Corrin"",""John Marus De Zwart"",""Thomas Aird Fraser"",""William Richard Gorman"",""Ashok Kumar Gupta"",""Nicholas Toby Hiscock"",""Peter Maurice Hodgett"",""Keith Jones"",""Ian William Laughlin"",""Christopher Mcglasham"",""William Alan Mcintosh"",""Brendan Joseph Meehan"",""Nicholas John Morris"",""Jonathan Stephen Moss"",""Peter James Mullins"",""John Simon Bertie Smith"",""Geoffrey Arthur Thompson"",""Trevor James Thompson"",""Jonathan Stephen Moss"",""John Simon Bertie Smith"","" Pearl Group Secretariat Services Limited"","" Sisec Limited"","" Loviting Limited"","" Serjeants' Inn Nominees Limited""}"
PGS,Pgs Accountancy Ltd,gb,"{""Robert Iain Stark"",""Paul Graeme Stark"","" Form 10 Secretaries Fd Ltd"","" Form 10 Directors Fd Ltd""}"
PTSC,Ptsc,nl,{}
PTSC,Ptsc Asia Pacific Pte. Ltd.,sg,{}
PTSC,"Ptsc Co., Ltd.",th,{}
PTSC,Ptsc Dorset Corporation,us_md,{}
PTSC,"Ptsc, Inc.",us_al,"{""Peterson, Donna"",""Scokel, E J""}"
PTTEP,Pttep Sp Limited,gb,"{""Roger Morris Harwood"",""Brendan John Carey"",""Alan Stuart Gibbons"",""Chris Edward Jones"",""Joe Allen Ritchie"",""Ian David Cole"",""Christopher Benjamin Chaloner"",""Anthony Mulcare"",""John Edwin Booth"",""Julian Ross Butcher"",""Kevin Frederick Clarke"",""Roderick James Eveleigh Edwards"",""Jan Edin Evensen"",""Ian Gray"",""Richard Frederick Paynter Hardman"",""Keith Carnegie Hunter"",""Andrew Geoffrey Lodge"",""Malcolm Maclean"",""Aidan Mckay"",""Richard Martin Mew"",""Ian Norbury"",""Howard Paver"",""Quentin Andrew Rigby"",""George Frederick Sandison"",""Ian David Cole"",""Christopher Benjamin Chaloner"",""Roger Morris Harwood"",""Anthony Mulcare"",""Paul David Welford"",""Supakorn Krisadasima"",""Korakote Pojanasomboon"","" Tyrolese (Secretarial) Limited"","" Tyrolese (Directors) Limited"","" Tyrolese (Secretarial) Limited""}"
PTTEP,Pttep Flng Holding Company Limited,hk,{}
PTTEP,"Pttep (Myanmar) Co., Ltd.",th,{}
PTTEP,Pttep Netherlands CoÃ¶peratie U.A.,nl,{}
Pacific Drilling Limited,Pacific Drilling (Gibraltar) Limited,gi,{}
Pacific Drilling Limited,Pacific Drilling Manpower S.Ãr.L,lu,{}
Pacific Drilling Limited,Pacific Drilling Netherlands CoÃ¶peratief U.A.,nl,{}
Pacific Drilling Limited,"Pacific Drilling, S.A.",pa,{}
Pacific Drilling Limited,Pacific Drilling S.A.,lu,{}
Paragon Offshore,Paragon Offshore Plc,gb,"{""Julie Johnson Robertson"",""James Alexander Maclennan"",""Julie Johnson Robertson"",""David Wehlmann"",""Todd Strickler"",""Anthony Chase"",""Thomas Kelly"",""John Reddy"",""Randall Stilley"",""Dean Edward Taylor"",""William Lee Transier"",""John West""}"
Paragon Offshore,Paragon Offshore (Land Support) Limited,gb,"{""Alan Duncan"",""Alan Peter Duncan"",""Eelke Strikwerda""}"
Paragon Offshore,Paragon Offshore Drilling Llc,us_al,{}
Pearl Energy,Pearl Energy Ltd,gb,{}
Pearl Energy,Pearl Energy Solutions Ltd,gb,"{""Frederick Crispin Kingsley""}"
Pearl Energy,Pearl Energy Ltd,ug,{}
Pearl Energy,Pearl Energy Private Limited,in,"{""Kishan Tirath Lalwani"",""Ruchirans Jaipuria""}"
Pearl Energy,Pearl Energy Solutions (India) Private Limited,in,"{""Sanjay Dinkar Deshmukh"",""Mrunal Sanjay Deshmukh""}"
Pemex,"""Pemex""",al,{}
Pemex,Pemex Services Limited,gb,"{""Andrew James Dalziel"","" Pemex Services Limited"","" Amersham Services Limited"","" Pemex Services Limited""}"
Pemex,Pemex Anstalt,li,{}
Pemex,Pemex Auto Parts Import Export Corporation,us_ca,{}
Pemex,"Pemex Avionics, Inc.",us_fl,"{""Druzzo R Goyzueta"",""Andrea M Medrano"",""Andrea M Medrano"",""Druzzo R Goyzueta""}"
Perenco,Perenco Cuu Long Limited,gb,"{""Angela Sarah Helen Fletcher"",""David Grimshaw"",""Edith Jeannie Stirrup"",""Robert Hendry Anderson"",""Andrew David Richard Hastings"",""Paul Cyril Warwick"",""Averil Eager"",""Averil Eager"",""Nicholas James Fallows"",""Franck Poli"",""David Stewart Ogilvie"",""Michael Philip Stokeld"",""Elaine June Ward"",""Gisele Eriksen"",""Todd William Fredin"",""Christopher Gautrey"",""Gregory James Goff"",""Malcolm David Griffiths"",""Andrew Roy Halliwell"",""Archibald Wood Kennedy"",""Page Frank Maxson"",""James Deas Mcmorran"",""Roger Stephen Ramshaw"",""Arild Skjervoy"",""Steven Michael Theede"",""Jonathan Brian Parr"",""Andrew Roy Halliwell"",""Timothy Mark Sandford"","" Waterlow Secretaries Limited"","" Waterlow Nominees Limited""}"
Perenco,Perenco Ecuador Holdings Limited,gb,"{""Averil Eager"",""Averil Eager"",""Nicholas James Fallons"",""Jonathan Brian Parr""}"
Perenco,Perenco Gas (Uk) Limited,gb,"{""Averil Eager"",""Averil Eager"",""Eric Jean-Marie Faillenet"",""Nicholas James Fallows"",""Eric D'Argentre"",""Jonathan Brian Parr"",""John Nicholas Boydell"",""Graham James Low Gordon"",""Christopher James Rumsey"",""Russell John Wilkinson"",""Herbert Kenneth Acord"",""John Martin Banfield"",""Russell Grant Bellis"",""Colin Christopher Bennett"",""Curtis William Brand"",""Colin David Bull"",""Geoffrey Cardinal"",""John Paul Chaplin"",""Raymond Grover Charles"",""Denis Clerc Renaud"",""Laurent Combe"",""Ansel Lynn Condray"",""John Cousins"",""Harold Richard Cramer"",""Fern June Cyr"",""Brian Michael Davis"",""Neil William Duffin"",""Graham Henry George Ellis"",""John Eason Forrest"",""Robert Stuart Franklin"",""Francois Jean Louis Raux"",""Jan Rusin"",""Brian James"",""Elisabeth Sarah Sullivan"",""Kim Kallmeyer""}"
Perenco,Perenco Holdings,gb,"{""Averil Eager"",""Averil Eager"",""Nicholas James Fallows"",""Jonathan Brian Parr"",""Joanne Elizabeth Curin"",""Roland Fox"",""Yvan Patrice Dominique Gril"",""Denis Maurice Bizeau"",""John Thomas Conlin"",""Roland Fox"",""Yvan Patrice Dominique Gril"",""Charles Brooke Longbottom"",""Hubert Francois Perrodo"",""Jean-Michel Yves Gabriel Runacher"",""Patrick Clive Spink"",""David Ralph Walton Masters"",""Roland Fox"",""David Ralph Walton Masters""}"
Perenco,Perenco Investments (U.K.),gb,"{""Averil Eager"",""Averil Eager"",""Nicholas James Fallows"",""Patrick Clive Spink"",""Roland Fox"",""Denis Maurice Bizeau"",""Roland Fox"",""Jean-Michel Yves Gabriel Runacher"",""Alison Jane Shields""}"
Petro-Canada,Petro-Canada,ca_pe,{}
Petro-Canada,Petro-Canada Energy North Sea Limited,gb,"{""Ronald Davie"",""Keith Forsyth Russell"",""Christopher James Hearne"",""Philip Michael Mace"",""Andrew John Paxton"",""Stephen John Pook"",""Sean Edward Rush"",""Linda Gillian Smith"",""Pamela Mary Sykes"",""Andrew Charles Crawford Wilson"",""Gordon Joseph Carrick"",""Youssef Mohammed Rafi Ghoniem"",""Russell Seth Harvey"",""Peter Stephen Kallos"",""Gerhard Kinast"",""John Dillard Larue"",""Michael Thomas Lynch"",""Graham Victor Lyon"",""Nicholas Alan Maden"",""Daniel Leonard Murphy"",""Faiz Tawfiq Nadir"",""Andrew John Paxton"",""John Anderson Scrimgeour"",""Richard Arthur Sobey"",""Herman Johan Van Driel"",""Helen June Wesley"",""Robert Lorne Whyte"","" Oakwood Corporate Secretary Limited"","" St James'S Secretaries Limited"","" St James'S Directors Limited""}"
Seadrill Ltd,Seadrill Auriga Uk Ltd.,gb,"{""Graham Robjohns"",""Jon Olav Ãsthus""}"
Secunda Marine,Secunda Marine Atlantic Limited,ca_ns,{}
Petro-Canada,Petro-Canada Europe Lubricants Limited,gb,"{""Lucie Dionne"",""Andrew Christopher Wood Hill"",""Martin Philip Benjamin Wright"",""Gary Philip Reichl"",""Jonathan Wadie"",""Sean Edward Rush"",""Linda Gillian Smith"",""Andrew Charles Crawford Wilson"",""Richard Arthur Preece"",""Martin Philip Benjamin Wright"",""Stephen Walter Daw"",""Lucie Dionne"","" Oakwood Corporate Secretary Limited"","" Alnery Incorporations No 1 Limited"","" Alnery Incorporations No 1 Limited"","" Alnery Incorporations No 2 Limited""}"
Petro-Canada,Petro-Canada America Lubricants Inc.,us_wv,{}
Petro-Canada,Petro-Canada America Lubricants Inc.,us_me,{}
Petrobras,Petrobras Europe Limited,gb,"{""Anna Helena Coelho"",""Guilherme Pontes Galvao Franca"",""Daniel Lima De Oliveira"",""Ricardo Pereira Peixoto"",""Jacqueline De Lima Castro Campos"",""William Ernest Mckenzie"",""Nelson De Farias Almeida"",""Renato Tadeu Bertani"",""Joaquim Dib Cohen"",""Marcello Castilho Da Silva"",""Raul Adalberto De Campos"",""Edgard Bobba Manta"",""Marcelo Malta Da Costa Messeder"",""Antonio Jose Ribeiro Lima Neto"",""Marcos Antonio Zacarias"","" Temples (Nominees) Limited"","" Wingrave Yeats Agents Limited"","" Temples (Professional Services) Limited""}"
Petrobras,Petrobras Paraguay Distribucion Limited,gb,"{""Bassim Djahjah"",""Ronaldo Da Silva Araujo"",""Jose Fernando De-Freitas"",""Daniela Verissimo De Figueiredo"",""Jose Carlos Vilar Amigo"",""Luiz Octavio De Azevedo Costa"",""Jorge Antonio Plaza Fernandez"",""Demarco Jorge Epifanio"",""Diane June Penfold"",""Dipa Raivadera"",""Juan Jose Aranguren"",""Christopher Frederick Bowring"",""Veronica Alison Carter"",""Johan Leo Karel Frederik De Vries"",""Alan Detheridge"",""Donald Samuel Drysdale Anderson"",""Alan Goldsmith"",""Flavio Goncalves Reis Vianna Filho"",""Sedick Kalam"",""Frederik Hendrik Kool"",""Trevor Douglas Mare"",""Erio Augusto Mathias Senos"",""Decio Fabricio Oddone Da Costa"",""Rodney Taunton Pearse"",""Rainer Reich"",""Juan Bautista Sabogal Lagomarsino"",""Paulo Cezar Amaro Aquino"",""Jacqueline Castro De Lima Campos"",""Herbert Luiz De Araujo Guimaraes"",""Andre Avila Scartezini"",""Regis Marcelo Sawitzki"",""Luiz Gustavo Primo De Siqueira"","" Intertrust (Uk) Limited"","" Intertrust Holdings (Uk) Limited"","" Shell Corporate Secretary Limited""}"
Petrobras,"Petrobras America, Inc.",pr,{}
Petrobras,"Petrobras America, Inc.",us_pa,{}
Petrobras,Petrobras Bahamas Limited,bs,{}
Petronas,Petronas Carigali Limited,gb,"{""Ghassan Hoteit"",""Ruairi Laughlin-Mccann""}"
Petronas,Petronas Energy Trading Limited,gb,"{""Alan Michael Jones"",""Anuar Bin Ahmad"",""Mohd Farid Bin Mohd Adnan"",""Adnan Bin Zainol Abidin"",""Lee Ching"",""Shahnaz Mohd Yusof"",""Ahmad Bin Muhammad Hakimi Radzi"",""Klaus Reinisch"",""Nailesh Kantilal Rambhai"",""Swee Yoke Yap"",""Mohammad Medan Abdullah"",""Mohamad Bin Ismail"",""Nusral Danir"",""Faridah Haris Hamid"",""Abdul Rahim Hashim"",""Mohd Saleh Bin Hashim"",""Razali Bin Ismail"",""Mariah Mohamad Said"",""Zarei Bin Mohamed"",""Ahmad Nazri"",""Ed Osman Ridzwan"",""Ahmad Nizam Salleh"",""Harjit Singh Puran Singh"",""Syed Sheikh Syed Idrus Alhabshi"",""Wan Zulkiflee Wan Ariffin"",""Roland Wessel Wessel"",""Sharon Swee Yoke Yap"",""Mohd Ibrahimnuddin Bin Mohd Yunus"",""Ahmad Adly Alias"",""Mohammad Medan Abdullah"",""Wan Zulkiflee Wan Ariffin"",""Habibul Rahman Kadir Shah"",""Mohd Anuar Taib"",""Kalina Ilieva Nedialkov Rose""}"
Petronas,Petronas Lng (Uk) Ltd,gb,"{""Nailesh Rambhai"",""Mohamad Sabarudin Mohamad Amin"",""Terry Miles Labunda"",""Khairul Riza Mohd Rosli"",""Alan Michael Jones"",""Adnan Zainul Abidin"",""Mohd Ibrahimnuddin Bin Mohd Yunus"",""Klaus Reinisch"",""Ahmad Nazri Abd Wahab"",""Ahmad Adly Alias""}"
Petronas,Petronas Lubricants Great Britain Limited,gb,"{""Thiru Sivakumaran"",""Aldino Bellazzini"",""Renato Burza"",""Silvano Carotenuto"",""Enrica Chiantelassa"",""Robert Michael Gilbert"",""Stephen Thomas Horn"",""Alfio Bonciolini"",""Massimo Carello"",""Stephen Thomas Horn"",""Mario Passerone"",""Michele Russo"",""Patrick Smulders"","" Ingleby Nominees Limited"","" Ingleby Holdings Limited""}"
Petronas,"""Petronas Affair Srl""",ro,{}
Petronas Carigali,Petronas Carigali Limited,gb,"{""Ghassan Hoteit"",""Ruairi Laughlin-Mccann""}"
Petronas Carigali,Petronas Carigali (Baisun) Ltd,mu,{}
Petronas Carigali,Petronas Carigali Brunei Ltd,mu,{}
Petronas Carigali,Petronas Carigali Cameroon Ltd.,bs,{}
Petronas Carigali,Petronas Carigali Canada B.V.,nl,{}
Petroserv SA,"""Petroserv Sa""",ro,{}
Petroserv SA,Petroserv,be,{}
Petroserv SA,Petroserv Limited,gb,{}
Petroserv SA,"""Petroserv 2000 Srl""",ro,{}
Petroserv SA,Petroserv As,no,{}
